1687061,515761,988,593156,391203401,22891940,536870912,1522372852
1687062,515762,1242,646288,391203401,15322437,536870912,1522373377
1687063,515763,615,331733,391203401,24354259,536870912,1522374025
1687064,515764,2663,1163072,391203401,26942919,536870912,1522374939
1688044,515765,227,272314,391203401,2364798,536870912,1522375006
1688045,515766,1243,653267,391203401,21823068,536870912,1522375528
1687065,515767,217,76272,391203401,1459312,536870912,1522375618
1687066,515768,261,127220,391203401,4192494,536870912,1522375732
1688046,515769,731,323625,391203401,8600777,536870912,1522376058
1687067,515770,2069,1013565,391203401,32689727,536870912,1522377104
1687068,515771,1090,552963,391203401,11568282,536870912,1522377631
1687069,515772,320,119349,391203401,4139518,536870912,1522377827
1688047,515773,99,43740,391203401,1213444,536870912,1522377849
1688048,515774,1317,882145,391203401,20983309,536870912,1522378454
1688049,515775,326,182256,391203401,4427629,536870912,1522378619
1687070,515776,331,281008,391203401,16442664,536870912,1522379124
1688050,515777,718,396963,391203401,2082762,536870912,1522379169
1688051,515778,646,274536,391203401,9324499,536870912,1522379469
1688052,515779,2089,1115649,391203401,25509554,536870912,1522380640
1688053,515780,1484,604221,391203401,15919658,536870912,1522381447
1687071,515781,49,18305,391203401,688920,536870912,1522381479
1687072,515782,377,217227,391203401,10199251,536870912,1522381663
1687073,515783,214,82993,391203401,1849472,536870912,1522381763
1688054,515784,998,454642,391203401,15710162,536870912,1522382672
1687074,515785,1064,533751,391203401,11628389,536870912,1522382930
1688055,515786,311,192244,391203401,5330283,536870912,1522383215
1687075,515787,2235,1150821,391203401,27168642,553647872,1522384338
1688056,515788,502,294969,391203401,7366196,536870912,1522384693
1688057,515789,1467,785637,391203401,16503171,536870912,1522385382
1687076,515790,373,176882,391203401,3624797,536870912,1522385630
1687077,515791,491,210104,391203401,5443330,536870912,1522385834
1688058,515792,2662,1159829,391203401,37050584,536870912,1522387464
1688059,515793,1695,961737,391203401,27303443,536870912,1522388276
1688060,515794,47,24637,391203401,579470,536870912,1522388292
1688061,515795,1644,853873,391203401,22800829,536870912,1522389195
1687078,515796,2378,1160210,391203401,29257463,536870912,1522390472
1687079,515797,261,228939,391203401,11610525,536870912,1522390706
1687080,515798,1638,803266,391203401,17065434,536870912,1522391367
1688062,515799,1845,1127941,391203401,37284664,536870912,1522392395
1688063,515800,1068,1146127,391203401,12354197,536870912,1522393042
1687081,515801,562,1137934,391203401,11139037,536870912,1522393265
1687082,515802,791,1028734,391203401,10239490,536870912,1522393580
1687083,515803,645,338132,391203401,7473707,536870912,1522393843
1687084,515804,375,204256,391203401,3870661,536870912,1522394016
1687085,515805,59,21321,391203401,773590,536870912,1522394055
1688064,515806,1097,559213,391203401,17053649,536870912,1522394555
1688065,515807,201,92158,391203401,2633991,536870912,1522394666
1688066,515808,685,396246,391203401,14169114,536870912,1522395052
1687086,515809,2148,1092156,391203401,44422245,536870912,1522397042
1687087,515810,2110,1127940,391203401,9729139,536870912,1522397338
1687088,515811,528,254786,391203401,7729563,536870912,1522397593
1687089,515812,1693,978703,391203401,32415448,536870912,1522398633
1688067,515813,1222,648636,391203401,9173596,536870912,1522399073
1688068,515814,679,304047,391203401,6195239,536870912,1522399413
1687090,515815,209,92941,391203401,1618675,536870912,1522399512
1687091,515816,255,167378,391203401,9971915,536870912,1522399641
1688069,515817,516,278854,391203401,6569789,536870912,1522399829
1688070,515818,1580,732207,391203401,27844353,536870912,1522400681
1688071,515819,234,111329,391203401,4214896,536870912,1522400805
1687092,515820,1402,691952,391203401,16484096,536870912,1522401530
1688072,515821,184,86423,391203401,5394612,536870912,1522401612
1687093,515822,61,43219,391203401,1082585,536870912,1522401642
1688073,515823,476,216117,391203401,9866891,536870912,1522402159
1687094,515824,1840,1163488,391203401,29564313,536870912,1522403436
1688074,515825,1486,1178935,391203401,12468721,536870912,1522403880
1688075,515826,387,1224327,391203401,4317413,536870912,1522403970
1688076,515827,932,697065,391203401,14587968,536870912,1522404400
1687095,515828,541,765365,391203401,4665212,536870912,1522404523
1688077,515829,1585,1106418,391203401,30770267,536870912,1522405488
1688078,515830,1393,1148319,391203401,22239253,536870912,1522406125
1687096,515831,900,641831,391203401,6276481,536870912,1522406417
1687097,515832,367,376687,391203401,6083396,536870912,1522406578
1687098,515833,1302,709375,391203401,16715166,536870912,1522407220
1687099,515834,991,539151,391203401,16614074,536870912,1522407703
1689036,515835,932,465465,391203401,14166318,536870912,1522408441
1687100,515836,959,564975,391203401,32298885,536870912,1522409210
1687101,515837,1165,869035,391203401,2672699,536870912,1522409263
1687102,515838,11,4101,391203401,37660,536870912,1522409283
1687103,515839,1365,680713,391203401,19642375,536870912,1522409884
1687104,515840,2308,1063616,391203401,22194945,536870912,1522411001
1689037,515841,2267,1089787,391203401,38984604,536870912,1522412762
1689038,515842,2300,1120433,391203401,40012503,536870912,1522414330
1689039,515843,687,397113,391203401,18896821,536870912,1522414801
1689040,515844,2405,1133484,391203401,22163721,536870912,1522415255
1687105,515845,1885,1150586,391203401,11492579,536870912,1522415632
1687106,515846,420,1001836,391203401,48408510,536870912,1522415867
1689041,515847,837,1043389,391203401,49498645,536870912,1522416918
1689042,515848,596,1018429,391203401,40699180,536870912,1522417341
1689043,515849,1109,1072237,391203401,17869029,536870912,1522417432
1689044,515850,1200,1034994,391203401,16592619,536870912,1522417621
1689045,515851,2035,1106628,391203401,10187037,536870912,1522417874
1689046,515852,2438,1136074,391203401,64077969,536870912,1522420089
1689047,515853,2775,1139819,391203401,25581006,536870912,1522420539
1687107,515854,1724,1202985,391203401,6869019,536870912,1522420696
1689048,515855,667,445574,391203401,5926443,536870912,1522420849
1689049,515856,2076,1122297,391203401,40568903,536870912,1522421760
1687108,515857,358,221819,391203401,1067968,536870912,1522421797
1689050,515858,831,410721,391203401,18777915,536870912,1522422343
1689051,515859,2417,1144734,391203401,55932686,536870912,1522424460
1689052,515860,3228,1158894,391203401,14130753,536870912,1522424692
1687109,515861,2300,1104804,391203401,30665868,536870912,1522425434
1687110,515862,1113,1080123,391203401,9926834,536870912,1522425564
1687111,515863,2095,990866,391203401,23914084,536870912,1522426244
1687112,515864,2195,985966,391203401,26123169,536870912,1522427023
1687113,515865,734,503717,391203401,27849854,536870912,1522427885
1689053,515866,2475,1021949,391203401,12504460,536870912,1522428222
1689054,515867,1391,695066,391203401,15992210,536870912,1522428732
1687114,515868,641,469704,391203401,7114877,536870912,1522428929
1689055,515869,1525,799939,391203401,18850794,536870912,1522429444
1687115,515870,241,110846,391203401,4844950,536870912,1522429647
1690060,515871,2672,1141990,391203401,29677102,536870912,1522430551
1690061,515872,1157,466513,391203401,10230864,536870912,1522430907
1691084,515873,2140,1140708,391203401,45415430,536870912,1522431833
1690062,515874,251,117688,391203401,367254,536870912,1522431840
1690063,515875,832,471707,391203401,20161851,553644032,1522432153
1691085,515876,493,227332,391203401,5323680,536870912,1522432332
1690064,515877,1737,974421,391203401,31762348,536870912,1522432985
1690065,515878,498,280558,391203401,10352489,536870912,1522433186
1690066,515879,453,215051,391203401,5538265,536870912,1522433358
1690067,515880,2092,1124526,391203401,49688070,536870912,1522435084
1691086,515881,3184,1183937,391203401,27037161,536870912,1522436183
1691087,515882,2457,1112924,391203401,19023683,536870912,1522436822
1691088,515883,579,314045,391203401,3816172,536870912,1522436979
1691089,515884,1580,689362,391203401,19234352,536870912,1522437630
1690068,515885,195,76387,391203401,3292980,536870912,1522437762
1690069,515886,2725,1157453,391203401,27638863,536870912,1522438918
1690070,515887,2632,1139827,391203401,30069789,536870912,1522440100
1691090,515888,2712,1149675,391203401,28098558,536870912,1522441540
1690071,515889,2798,1146785,391203401,26173158,536870912,1522442817
1691091,515890,446,210827,391203401,6197496,536870912,1522443067
1690072,515891,600,365763,391203401,4941642,536870912,1522443306
1690073,515892,1169,612494,391203401,17094324,536870912,1522443886
1690074,515893,92,47193,391203401,2026064,536870912,1522443890
1691092,515894,73,40538,391203401,922207,536870912,1522443915
1691093,515895,1014,417966,391203401,10600736,536870912,1522444385
1691094,515896,248,92274,391203401,2611355,536870912,1522444487
1690075,515897,952,475288,391203401,14791779,536870912,1522444946
1690076,515898,1825,810116,391203401,17449060,536870912,1522445887
1691095,515899,1287,557566,391203401,12260919,536870912,1522446505
1690077,515900,574,305539,391203401,15155564,536870912,1522447307
1691096,515901,1760,776688,391203401,10404153,536870912,1522447645
1691097,515902,123,70906,391203401,2072239,536870912,1522447835
1691098,515903,304,118181,391203401,1182369,536870912,1522447890
1691099,515904,1849,732372,391203401,19901698,536870912,1522448829
1691100,515905,355,153547,391203401,3467976,536870912,1522448999
1691101,515906,28,19371,391203401,262308,536870912,1522449010
1690078,515907,1529,713718,391203401,21921908,536870912,1522449769
1690079,515908,333,157973,391203401,6885000,536870912,1522449934
1691102,515909,2657,1059129,391203401,32242937,536870912,1522451454
1691103,515910,1531,593058,391203401,16517916,536870912,1522452348
1690080,515911,2131,925547,391203401,22661660,536870912,1522453699
1691104,515912,2289,1000896,391203401,26394441,536870912,1522455191
1690081,515913,558,248519,391203401,6673556,536870912,1522455505
1691105,515914,525,1013169,391203401,18148205,536870912,1522456438
1691106,515915,1217,1018678,391203401,6662679,536870912,1522456625
1691107,515916,128,59674,391203401,3348932,536870912,1522456657
1691108,515917,112,120868,391203401,1161736,536870912,1522456725
1690082,515918,84,42323,391203401,1531266,536870912,1522456776
1690083,515919,1692,814683,391203401,20345070,536870912,1522457738
1690084,515920,1631,824186,391203401,22228798,536870912,1522458738
1691109,515921,163,129050,391203401,1594946,536870912,1522458867
1691110,515922,1413,697507,391203401,18106612,536870912,1522459706
1691111,515923,580,354238,391203401,7987997,536870912,1522460045
1690085,515924,314,266458,391203401,4164036,536870912,1522460330
1691112,515925,1601,747022,391203401,20015756,536870912,1522461234
1690086,515926,1713,815177,391203401,28097762,536870912,1522462344
1690087,515927,1783,659037,391203401,18629276,536870912,1522463442
1690088,515928,372,226486,391203401,4120326,536870912,1522463667
1691113,515929,1022,501041,391203401,14947078,536870912,1522464306
1690089,515930,1301,578126,391203401,14108712,536870912,1522465149
1690090,515931,188,187895,391203401,9526054,536870912,1522465347
1691114,515932,26,13783,391203401,447629,536870912,1522465411
1690091,515933,543,265548,391203401,5247971,536870912,1522465849
1691115,515934,547,281400,391203401,10473667,536870912,1522466263
1690092,515935,1548,639782,391203401,13553526,536870912,1522467011
1691116,515936,321,204747,391203401,6784897,536870912,1522467241
1691117,515937,2455,1096936,391203401,48412122,536870912,1522470575
1690093,515938,2525,1239007,391203401,25830565,536870912,1522471732
1691118,515939,1692,1024812,391203401,13043818,536870912,1522472468
1691119,515940,518,383175,391203401,6302846,536870912,1522472835
1690094,515941,933,494517,391203401,17660493,536870912,1522473500
1691120,515942,491,262373,391203401,11757865,536870912,1522473852
1690095,515943,19,14368,391203401,607316,536870912,1522473904
1691121,515944,955,480871,391203401,18855205,536870912,1522474609
1690096,515945,980,432627,391203401,19746735,536870912,1522475561
1691122,515946,1182,523166,391203401,9260811,536870912,1522476145
1691123,515947,253,200095,391203401,2916072,536870912,1522476295
1691124,515948,2499,1118817,391203401,40793496,536870912,1522479394
1691125,515949,710,358835,391203401,1066233,536870912,1522479525
1691126,515950,552,281711,391203401,13544606,536870912,1522479908
1691127,515951,2236,1072887,391203401,33541068,536870912,1522481828
1691128,515952,1708,752423,391203401,3114390,536870912,1522481914
1690097,515953,2458,1121766,391203401,37799468,536870912,1522483781
1691129,515954,691,377709,391203401,4679241,536870912,1522483992
1690098,515955,551,282945,391203401,16241767,536870912,1522484843
1691130,515956,2051,1078744,391203401,18512700,536870912,1522485500
1690099,515957,697,283681,391203401,13946997,536870912,1522486136
1690100,515958,552,241439,391203401,1572841,536870912,1522486222
1690101,515959,704,309635,391203401,7885664,536870912,1522486682
1691131,515960,1318,768108,391203401,18786110,536870912,1522487451
1691132,515961,497,230882,391203401,6041856,536870912,1522487787
1690102,515962,701,452476,391203401,11728180,536870912,1522488174
1691133,515963,440,186456,391203401,5492297,536870912,1522488466
1691134,515964,224,119233,391203401,1209213,536870912,1522488557
1690103,515965,1768,991472,391203401,21960751,536870912,1522489697
1691135,515966,381,174780,391203401,4066328,536870912,1522489944
1691136,515967,134,62485,391203401,1406886,536870912,1522490041
1690104,515968,453,255025,391203401,12996666,536870912,1522490451
1690105,515969,369,205707,391203401,7217468,536870912,1522490520
1690106,515970,2394,1086849,391203401,45936411,536870912,1522492948
1690107,515971,2071,1197680,391203401,17436131,536870912,1522493438
1691137,515972,1693,790470,391203401,19458322,536870912,1522494305
1691138,515973,1263,566782,391203401,16836568,536870912,1522494998
1690108,515974,161,74673,391203401,5653224,536870912,1522495275
1691139,515975,1447,646272,391203401,15656946,536870912,1522495893
1690109,515976,477,218846,391203401,4860589,536870912,1522496157
1690110,515977,1613,1112688,391203401,23752876,536870912,1522497138
1690111,515978,1515,673335,391203401,19406852,536870912,1522498071
1690112,515979,497,1131477,391203401,3643164,536870912,1522498143
1690113,515980,2363,1107468,391203401,29434954,536870912,1522499477
1691140,515981,515,1027489,391203401,6831398,536870912,1522499736
1691141,515982,1099,1071196,391203401,20514706,536870912,1522500320
1690114,515983,836,1050244,391203401,15500140,536870912,1522500767
1691142,515984,104,999999,391203401,2169431,536870912,1522500764
1691143,515985,966,1023912,391203401,16687645,536870912,1522501283
1691144,515986,1257,1162477,391203401,16996650,536870912,1522501856
1690115,515987,560,1009259,391203401,53145392,536870912,1522502593
1691145,515988,870,1030404,391203401,56582979,536870912,1522503871
1690116,515989,1132,1047396,391203401,40839943,536870912,1522504807
1690117,515990,2151,1124412,391203401,44696142,536870912,1522507053
1690118,515991,1382,998149,391203401,23263755,536870912,1522507933
1691146,515992,1462,1492778,391203401,11215383,536870912,1522508040
1691147,515993,1682,1402080,391203401,37219316,536870912,1522509233
1690119,515994,1798,1403865,391203401,30088795,536870912,1522510246
1690120,515995,2184,1164034,391203401,12964903,536870912,1522510665
1690121,515996,1353,1220417,391203401,13804823,536870912,1522510997
1691148,515997,2050,1047535,391203401,6082187,536870912,1522511109
1691149,515998,1,241,391203401,0,536870912,1522511143
1690122,515999,472,1180463,391203401,11675769,536870912,1522511207
1690123,516000,1953,1327641,391203401,37194842,536870912,1522512816
1690124,516001,1350,1334554,391203401,7408891,536870912,1522512906
1690125,516002,1027,1344344,391203401,11845517,536870912,1522513035
1691150,516003,1958,1353399,391203401,12473081,536870912,1522513303
1690126,516004,1208,1193499,391203401,12961881,536870912,1522513629
1690127,516005,1362,1139089,391203401,17650287,536870912,1522513982
1690128,516006,1811,812188,391203401,13310263,536870912,1522514612
1691151,516007,1785,781478,391203401,21906085,536870912,1522515403
1690129,516008,102,33508,391203401,749075,536870912,1522515428
1691152,516009,1648,958907,391203401,21822533,536870912,1522516155
1691153,516010,2978,1198935,391203401,38279792,536870912,1522517995
1691154,516011,2021,1021917,391203401,21522219,536870912,1522518550
1690130,516012,830,334118,391203401,7452312,536870912,1522518874
1690131,516013,2712,1189248,391203401,40781726,536870912,1522520976
1690132,516014,1493,635484,391203401,3588087,536870912,1522521026
1691155,516015,1053,547890,391203401,10570902,536870912,1522521542
1691156,516016,2740,1154821,391203401,53664420,536870912,1522523268
1691157,516017,2506,1173200,391203401,61329439,536870912,1522526018
1691158,516018,2698,1237826,391203401,11708485,536870912,1522526409
1690133,516019,2352,1115037,391203401,26617829,536870912,1522527479
1691159,516020,2772,1153697,391203401,28363399,536870912,1522529217
1690134,516021,1640,761007,391203401,9042305,536870912,1522529676
1690135,516022,544,237819,391203401,8163773,536870912,1522529975
1690136,516023,1197,655694,391203401,18115699,536870912,1522530565
1690137,516024,69,21699,391203401,508360,536870912,1522531310
1691160,516025,1684,714298,391203401,20353370,536870912,1522531517
1690138,516026,840,336158,391203401,7779732,536870912,1522531962
1691161,516027,475,178647,391203401,3846465,536870912,1522532238
1690139,516028,49,15384,391203401,238961,536870912,1522532263
1691162,516029,257,116404,391203401,1805775,536870912,1522532388
1691163,516030,638,298604,391203401,10267310,536870912,1522532785
1691164,516031,764,347553,391203401,6967145,536870912,1522533248
1690140,516032,305,124017,391203401,2134165,536870912,1522533443
1690141,516033,1649,711248,391203401,18569854,536870912,1522534496
1691165,516034,7,12980,391203401,339294,536870912,1522534547
1691166,516035,992,383955,391203401,7881013,536870912,1522535135
1690142,516036,1305,527411,391203401,13039581,536870912,1522536049
1691167,516037,2792,1212034,391203401,37141368,536870912,1522539273
1690143,516038,439,205164,391203401,5154083,536870912,1522539622
1691168,516039,1876,1016587,391203401,10243903,536870912,1522539933
1690144,516040,1963,952428,391203401,31473144,536870912,1522541431
1691169,516041,384,138837,391203401,2861807,536870912,1522541710
1691170,516042,663,336040,391203401,12069184,536870912,1522542452
1691171,516043,1416,738980,391203401,12419402,536870912,1522543201
1690145,516044,1096,487277,391203401,10680923,536870912,1522543995
1690146,516045,998,488809,391203401,9884477,536870912,1522544815
1691172,516046,827,400768,391203401,7385880,536870912,1522545552
1690147,516047,363,149210,391203401,2393053,536870912,1522545760
1690148,516048,588,357897,391203401,8207473,536870912,1522546230
1690149,516049,218,151429,391203401,3538798,536870912,1522546388
1690150,516050,232,259669,391203401,4804434,536870912,1522546581
1691173,516051,1141,727521,391203401,12876353,536870912,1522547494
1691174,516052,635,378326,391203401,4950850,536870912,1522547935
1690151,516053,1370,618490,391203401,18124251,536870912,1522548973
1690152,516054,727,365098,391203401,7941738,536870912,1522549618
1691175,516055,461,289086,391203401,4882720,536870912,1522549936
1690153,516056,550,402627,391203401,7579403,536870912,1522550394
1690154,516057,716,420682,391203401,11554190,536870912,1522551015
1691176,516058,2601,1206175,391203401,36081066,536870912,1522553696
1691177,516059,787,484351,391203401,5527065,536870912,1522554077
1691178,516060,281,223383,391203401,14988014,536870912,1522554629
1691179,516061,732,285618,391203401,4067178,536870912,1522554901
1690155,516062,177,111746,391203401,4323480,536870912,1522555036
1690156,516063,56,21441,391203401,489899,536870912,1522555069
1691180,516064,407,206340,391203401,3963298,536870912,1522555354
1691181,516065,648,277216,391203401,7236316,536870912,1522555915
1691182,516066,223,118014,391203401,2092342,536870912,1522556063
1691183,516067,80,29714,391203401,1085047,536870912,1522556123
1691184,516068,458,232222,391203401,9232812,536870912,1522556481
1691185,516069,307,131513,391203401,2405773,536870912,1522556830
1691186,516070,105,74524,391203401,681902,536870912,1522556874
1691187,516071,1868,943532,391203401,25258771,536870912,1522558663
1691188,516072,331,185696,391203401,5904584,536870912,1522558942
1692108,516073,1175,515492,391203401,15997793,536870912,1522560045
1692109,516074,33,68754,391203401,339638,536870912,1522560069
1691189,516075,664,248477,391203401,6051643,536870912,1522560566
1691190,516076,580,399141,391203401,9608485,536870912,1522561065
1691191,516077,131,43507,391203401,965640,536870912,1522561165
1691192,516078,952,492043,391203401,11088938,536870912,1522561953
1691193,516079,46,28098,391203401,2132377,536870912,1522561989
1691194,516080,322,136660,391203401,4932524,536870912,1522562278
1692110,516081,402,334573,391203401,6868095,536870912,1522562539
1692111,516082,69,43098,391203401,1811152,536870912,1522562718
1692112,516083,65,42905,391203401,3499599,536870912,1522562804
1691195,516084,640,295098,391203401,4985989,536870912,1522563165
1691196,516085,92,44175,391203401,1829854,536870912,1522563230
1692113,516086,197,139375,391203401,7119467,536870912,1522563388
1691197,516087,610,300043,391203401,8201661,536870912,1522563849
1692114,516088,1017,483228,391203401,15942238,536870912,1522564628
1691198,516089,465,186682,391203401,4526195,536870912,1522564985
1692115,516090,137,49783,391203401,1986243,536870912,1522565091
1691199,516091,462,271556,391203401,5688105,536870912,1522565455
1692116,516092,388,168167,391203401,3194339,536870912,1522565736
1691200,516093,435,228921,391203401,9657979,536870912,1522566055
1691201,516094,48,17920,391203401,917432,536870912,1522566086
1691202,516095,42,15937,391203401,623371,536870912,1522566103
1691203,516096,332,229589,391129783,5185824,536870912,1522566357
1691204,516097,147,56726,391129783,1581156,536870912,1522566491
1692117,516098,671,517846,391129783,11414293,536870912,1522566997
1692118,516099,1749,839553,391129783,23910116,536870912,1522568454
1692119,516100,270,259796,391129783,2721062,536870912,1522568615
1691205,516101,736,378529,391129783,14853413,536870912,1522569145
1691206,516102,21,10556,391129783,173966,536870912,1522569162
1692120,516103,500,270167,391129783,5676181,536870912,1522569537
1692121,516104,342,320281,391129783,8561614,536870912,1522569770
1692122,516105,1758,931313,391129783,23413429,536870912,1522571018
1691207,516106,576,364990,391129783,22636588,536870912,1522571449
1692123,516107,676,423450,391129783,10789722,536870912,1522571991
1692124,516108,522,253040,391129783,8059083,536870912,1522572371
1692125,516109,1341,697306,391129783,12692661,536870912,1522573201
1692126,516110,1187,928322,391129783,16749152,536870912,1522574016
1691208,516111,407,205868,391129783,6476387,536870912,1522574254
1692127,516112,273,114698,391129783,2431568,536870912,1522574406
1691209,516113,557,293756,391129783,6775070,536870912,1522574738
1692128,516114,189,132169,391129783,2754515,536870912,1522574860
1692129,516115,2550,1129877,391129783,36345549,536870912,1522577073
1692130,516116,1225,763950,391129783,12196885,536870912,1522577516
1691210,516117,1045,567764,391129783,18211682,536870912,1522578049
1691211,516118,702,268379,391129783,5414976,536870912,1522578514
1691212,516119,884,450212,391129783,9286762,536870912,1522579046
1691213,516120,33,9946,391129783,328053,536870912,1522582030
1691214,516121,2074,1121610,391129783,78161557,536870912,1522584111
1692131,516122,2606,1156776,391129783,16585816,536870912,1522584606
1691215,516123,1611,1088959,391129783,8889725,536870912,1522584830
1692132,516124,1959,1188343,391129783,25785366,536870912,1522586057
